frame, timestamp, confidence, success, pose_Tx, pose_Ty, pose_Tz, pose_Rx, pose_Ry, pose_Rz, X_0, X_1, X_2, X_3, X_4, X_5, X_6, X_7, X_8, X_9, X_10, X_11, X_12, X_13, X_14, X_15, X_16, X_17, X_18, X_19, X_20, X_21, X_22, X_23, X_24, X_25, X_26, X_27, X_28, X_29, X_30, X_31, X_32, X_33, X_34, X_35, X_36, X_37, X_38, X_39, X_40, X_41, X_42, X_43, X_44, X_45, X_46, X_47, X_48, X_49, X_50, X_51, X_52, X_53, X_54, X_55, X_56, X_57, X_58, X_59, X_60, X_61, X_62, X_63, X_64, X_65, X_66, X_67, Y_0, Y_1, Y_2, Y_3, Y_4, Y_5, Y_6, Y_7, Y_8, Y_9, Y_10, Y_11, Y_12, Y_13, Y_14, Y_15, Y_16, Y_17, Y_18, Y_19, Y_20, Y_21, Y_22, Y_23, Y_24, Y_25, Y_26, Y_27, Y_28, Y_29, Y_30, Y_31, Y_32, Y_33, Y_34, Y_35, Y_36, Y_37, Y_38, Y_39, Y_40, Y_41, Y_42, Y_43, Y_44, Y_45, Y_46, Y_47, Y_48, Y_49, Y_50, Y_51, Y_52, Y_53, Y_54, Y_55, Y_56, Y_57, Y_58, Y_59, Y_60, Y_61, Y_62, Y_63, Y_64, Y_65, Y_66, Y_67, Z_0, Z_1, Z_2, Z_3, Z_4, Z_5, Z_6, Z_7, Z_8, Z_9, Z_10, Z_11, Z_12, Z_13, Z_14, Z_15, Z_16, Z_17, Z_18, Z_19, Z_20, Z_21, Z_22, Z_23, Z_24, Z_25, Z_26, Z_27, Z_28, Z_29, Z_30, Z_31, Z_32, Z_33, Z_34, Z_35, Z_36, Z_37, Z_38, Z_39, Z_40, Z_41, Z_42, Z_43, Z_44, Z_45, Z_46, Z_47, Z_48, Z_49, Z_50, Z_51, Z_52, Z_53, Z_54, Z_55, Z_56, Z_57, Z_58, Z_59, Z_60, Z_61, Z_62, Z_63, Z_64, Z_65, Z_66, Z_67
1, 0, 0.961958, 1, -59.2839, 16.961, 377.329, 0.00657136, -0.0358844, 0.0122414, -0.3, -0.294771, -0.282858, -0.265779, -0.234434, -0.185671, -0.13244, -0.0685673, 0.00459049, 0.0760183, 0.140239, 0.194023, 0.232326, 0.254179, 0.266026, 0.275243, 0.280399, -0.258483, -0.220983, -0.165322, -0.10649, -0.052114, 0.0431677, 0.0963001, 0.151641, 0.205415, 0.241928, -0.00153707, -0.00123745, -0.000712184, 0, -0.0592879, -0.029666, -0.000799543, 0.0293951, 0.0569002, -0.189369, -0.15592, -0.115379, -0.0812194, -0.116792, -0.157226, 0.0724185, 0.108892, 0.149105, 0.180353, 0.151689, 0.112146, -0.124571, -0.0753577, -0.0308389, -0.0015125, 0.030587, 0.0753051, 0.120597, 0.0750596, 0.0311305, -0.00319839, -0.0348448, -0.0791078, -0.10626, -0.0313695, -0.00148162, 0.0313008, 0.101628, 0.0297539, -0.00310484, -0.0333363, -0.0961437, -0.0140609, 0.0678135, 0.147336, 0.219756, 0.281464, 0.331422, 0.368264, 0.376382, 0.363312, 0.321501, 0.267456, 0.202181, 0.128826, 0.0533899, -0.0211583, -0.0962264, -0.170364, -0.213877, -0.230951, -0.226173, -0.204362, -0.207008, -0.231068, -0.235227, -0.222209, -0.18495, -0.135232, -0.0909156, -0.0467748, 0, 0.0602376, 0.0679028, 0.0747944, 0.0674921, 0.0592058, -0.108056, -0.129158, -0.129695, -0.108407, -0.0971741, -0.0954618, -0.109021, -0.132142, -0.131527, -0.111431, -0.0982646, -0.0984268, 0.168072, 0.151436, 0.14238, 0.150088, 0.143042, 0.152285, 0.166236, 0.200731, 0.213679, 0.216987, 0.214773, 0.201203, 0.169701, 0.169282, 0.172476, 0.168527, 0.168576, 0.176349, 0.180088, 0.177645, 0.365246, 0.360402, 0.35522, 0.344523, 0.311468, 0.273385, 0.228917, 0.177542, 0.165385, 0.188598, 0.241068, 0.278123, 0.287604, 0.288277, 0.29265, 0.301145, 0.316173, 0.219833, 0.188235, 0.151735, 0.118677, 0.0976357, 0.0935765, 0.113563, 0.143706, 0.175229, 0.206147, 0.0977432, 0.0654618, 0.0320699, 0, 0.0800334, 0.0677534, 0.0576221, 0.0654085, 0.0774649, 0.184596, 0.167682, 0.161622, 0.157795, 0.156506, 0.162573, 0.15342, 0.157871, 0.16254, 0.17661, 0.158725, 0.15331, 0.155845, 0.0999294, 0.0740246, 0.0722074, 0.075752, 0.0985786, 0.150051, 0.0986098, 0.0714593, 0.0651021, 0.0686488, 0.0983778, 0.143082, 0.080015, 0.0778034, 0.0828398, 0.137672, 0.0786054, 0.0707149, 0.0747208
2, 0.0666667, 0.964948, 1, -59.8158, 16.5561, 379.603, -0.00241264, -0.0434598, 0.0143836, -0.306156, -0.300592, -0.288258, -0.270549, -0.238338, -0.188127, -0.132927, -0.0669299, 0.00829777, 0.0816756, 0.147883, 0.202975, 0.24182, 0.26362, 0.275456, 0.285343, 0.290884, -0.26286, -0.224219, -0.167391, -0.107514, -0.0520245, 0.0455405, 0.100187, 0.156933, 0.212248, 0.25023, -0.000375119, -0.000473345, -0.000348998, 0, -0.0605355, -0.0299231, -0.000227203, 0.0307769, 0.0591497, -0.193084, -0.158478, -0.116797, -0.0818617, -0.118439, -0.159921, 0.0765176, 0.114042, 0.155504, 0.187851, 0.158102, 0.117332, -0.125749, -0.07731, -0.0320228, -0.00109193, 0.0325265, 0.0787495, 0.124275, 0.0788203, 0.0338262, -0.00229667, -0.0357662, -0.080798, -0.106754, -0.0323559, -0.00087608, 0.0334569, 0.104388, 0.0321822, -0.00238635, -0.034286, -0.0953802, -0.011077, 0.0728216, 0.154139, 0.227799, 0.290278, 0.34036, 0.376477, 0.383852, 0.370025, 0.327459, 0.272659, 0.206251, 0.131317, 0.0543952, -0.0216088, -0.0979844, -0.17232, -0.216914, -0.234362, -0.229649, -0.207615, -0.210385, -0.234573, -0.23881, -0.225734, -0.187715, -0.136411, -0.0916801, -0.0471623, 0, 0.0613261, 0.0689586, 0.0759037, 0.0685162, 0.0603387, -0.108379, -0.129831, -0.13045, -0.108677, -0.0972611, -0.095666, -0.109643, -0.133039, -0.13236, -0.112138, -0.0986875, -0.0987887, 0.173777, 0.152162, 0.140954, 0.148886, 0.141444, 0.152757, 0.17118, 0.207117, 0.221209, 0.224817, 0.222685, 0.208643, 0.17471, 0.17071, 0.173723, 0.16982, 0.173011, 0.180822, 0.184708, 0.182362, 0.368193, 0.363061, 0.358317, 0.346943, 0.313727, 0.273687, 0.225924, 0.172755, 0.160831, 0.185221, 0.237629, 0.274481, 0.28361, 0.283853, 0.287154, 0.296523, 0.312191, 0.219739, 0.188547, 0.151773, 0.11862, 0.0971882, 0.0923998, 0.111844, 0.140925, 0.171322, 0.200359, 0.096102, 0.0644438, 0.0315656, 0, 0.0773363, 0.0658249, 0.0559986, 0.0634231, 0.07475, 0.184302, 0.16684, 0.160572, 0.155711, 0.155251, 0.161897, 0.150526, 0.154161, 0.158905, 0.172738, 0.155021, 0.149722, 0.15026, 0.0929346, 0.0666294, 0.0640876, 0.0676332, 0.0901449, 0.140997, 0.0918061, 0.0652454, 0.0592614, 0.0632741, 0.0929621, 0.137658, 0.0735024, 0.0706244, 0.07511, 0.129012, 0.0722777, 0.0648616, 0.0693063
3, 0.133333, 0.965002, 1, -59.9391, 16.3156, 380.43, -0.00635805, -0.0448516, 0.0161914, -0.310433, -0.304463, -0.291788, -0.273786, -0.241306, -0.190553, -0.134341, -0.0671033, 0.00953216, 0.0842885, 0.151568, 0.207258, 0.246079, 0.26748, 0.278939, 0.288766, 0.294078, -0.26603, -0.226941, -0.16952, -0.109016, -0.0528701, 0.045509, 0.100841, 0.158385, 0.214382, 0.252774, -0.00055686, -0.000588385, -0.000408226, 0, -0.0612988, -0.0302483, -0.000242892, 0.0309826, 0.0595634, -0.195859, -0.160829, -0.118664, -0.0833086, -0.120315, -0.162233, 0.0771542, 0.115106, 0.157091, 0.189894, 0.159713, 0.118427, -0.126646, -0.0787416, -0.0334154, -0.00172199, 0.0326189, 0.0792891, 0.124627, 0.0793129, 0.0339654, -0.00297932, -0.0372525, -0.0822073, -0.107401, -0.0337247, -0.00147306, 0.0336028, 0.104363, 0.0323277, -0.00303189, -0.0356995, -0.0941845, -0.00947521, 0.0746522, 0.156184, 0.229943, 0.292492, 0.342527, 0.378417, 0.385568, 0.371431, 0.3285, 0.273337, 0.20647, 0.130996, 0.0537105, -0.0226829, -0.0993628, -0.172963, -0.218036, -0.23579, -0.231076, -0.208878, -0.211792, -0.236267, -0.240639, -0.227336, -0.188734, -0.136857, -0.0919654, -0.04729, 0, 0.0616943, 0.0693207, 0.076277, 0.0689478, 0.0608233, -0.10852, -0.130167, -0.130885, -0.108854, -0.0973542, -0.095737, -0.110016, -0.133621, -0.132934, -0.112614, -0.0989996, -0.0990595, 0.175803, 0.152041, 0.139988, 0.148101, 0.140534, 0.152897, 0.173337, 0.208897, 0.222936, 0.226501, 0.224278, 0.210196, 0.176297, 0.170988, 0.173981, 0.170215, 0.174741, 0.181429, 0.185279, 0.182914, 0.371572, 0.366093, 0.361303, 0.349461, 0.316218, 0.27533, 0.225751, 0.1711, 0.158948, 0.183988, 0.237559, 0.275045, 0.284816, 0.285185, 0.28814, 0.297661, 0.313411, 0.219965, 0.188923, 0.151926, 0.118514, 0.0968088, 0.0918201, 0.111401, 0.140562, 0.171278, 0.200372, 0.095465, 0.0640358, 0.0313582, 0, 0.0766641, 0.0655377, 0.0557708, 0.0628231, 0.0736688, 0.184554, 0.166816, 0.160486, 0.15527, 0.155017, 0.161867, 0.150279, 0.153721, 0.158617, 0.172623, 0.154762, 0.149405, 0.147242, 0.0895959, 0.0633891, 0.0605143, 0.0640869, 0.0866602, 0.137287, 0.0886182, 0.0623038, 0.0564551, 0.0607306, 0.0902939, 0.134492, 0.0705724, 0.0673994, 0.0717514, 0.125392, 0.0693294, 0.0621022, 0.0667975
4, 0.2, 0.966073, 1, -59.7089, 16.2017, 380.608, -0.00768848, -0.0432863, 0.0187185, -0.312451, -0.30617, -0.293294, -0.275335, -0.243006, -0.192183, -0.135181, -0.0671124, 0.0104171, 0.0859705, 0.153618, 0.209402, 0.24774, 0.268439, 0.27942, 0.288899, 0.293759, -0.267737, -0.228676, -0.171153, -0.110403, -0.0538363, 0.0446777, 0.100077, 0.157699, 0.21372, 0.251998, -0.000960379, -0.000891774, -0.000571746, 0, -0.0614948, -0.030339, -0.00025625, 0.0309288, 0.0594021, -0.197012, -0.161967, -0.119756, -0.0842721, -0.121307, -0.163312, 0.0762937, 0.114274, 0.156296, 0.18925, 0.158949, 0.1176, -0.12643, -0.0787397, -0.0334578, -0.001886, 0.0321771, 0.0785273, 0.123618, 0.078627, 0.033693, -0.00297599, -0.0370805, -0.0820264, -0.10721, -0.0335893, -0.00150701, 0.0333201, 0.103254, 0.0320415, -0.00305246, -0.0355118, -0.0935844, -0.0087255, 0.075527, 0.157166, 0.230986, 0.293373, 0.34287, 0.378057, 0.384826, 0.370219, 0.326969, 0.271675, 0.204911, 0.12961, 0.0528213, -0.023015, -0.0990846, -0.172507, -0.21773, -0.23588, -0.231286, -0.209084, -0.212042, -0.236232, -0.240682, -0.227427, -0.188839, -0.136594, -0.0917569, -0.0471875, 0, 0.0619964, 0.0694666, 0.076312, 0.069045, 0.0608469, -0.108262, -0.129899, -0.130675, -0.10852, -0.0971002, -0.0954352, -0.10991, -0.133645, -0.132975, -0.112707, -0.099067, -0.0990663, 0.177036, 0.152398, 0.139798, 0.147893, 0.140223, 0.152974, 0.174038, 0.20895, 0.22274, 0.226343, 0.224301, 0.21075, 0.17726, 0.171188, 0.174017, 0.170305, 0.175325, 0.180924, 0.184806, 0.182653, 0.374076, 0.368886, 0.364204, 0.352319, 0.319606, 0.278592, 0.227818, 0.171655, 0.158858, 0.184263, 0.238793, 0.277111, 0.287767, 0.28828, 0.291074, 0.300533, 0.316428, 0.220402, 0.189367, 0.152259, 0.118574, 0.0965543, 0.0922367, 0.11246, 0.141998, 0.173196, 0.202603, 0.0958372, 0.0643405, 0.0315179, 0, 0.0767288, 0.065775, 0.0559002, 0.0628563, 0.0735665, 0.18453, 0.16646, 0.160051, 0.155033, 0.154677, 0.16157, 0.151417, 0.154819, 0.159959, 0.17435, 0.156093, 0.150579, 0.145757, 0.0882237, 0.0620424, 0.0592973, 0.0630114, 0.0857953, 0.136862, 0.0876274, 0.0611974, 0.0553452, 0.0595355, 0.0888978, 0.13307, 0.069592, 0.0664547, 0.0709905, 0.124776, 0.0682472, 0.0609756, 0.0655833
5, 0.266667, 0.965941, 1, -59.3013, 16.1394, 380.131, -0.0076779, -0.03971, 0.0194179, -0.312767, -0.306526, -0.293612, -0.27556, -0.243362, -0.192801, -0.135487, -0.0671498, 0.0105298, 0.0859347, 0.153152, 0.208546, 0.246536, 0.266965, 0.277868, 0.287339, 0.292065, -0.26787, -0.228777, -0.171393, -0.110757, -0.0542989, 0.0443884, 0.0994727, 0.15687, 0.212644, 0.250862, -0.00127024, -0.00109315, -0.000665188, 0, -0.0614019, -0.0303305, -0.000312953, 0.0306425, 0.058921, -0.197311, -0.16219, -0.119842, -0.0841478, -0.121271, -0.163462, 0.0754113, 0.113584, 0.155698, 0.188758, 0.15849, 0.116961, -0.125954, -0.0784286, -0.0333502, -0.00203002, 0.0316871, 0.0776733, 0.122402, 0.0778337, 0.033348, -0.00297431, -0.0368208, -0.0816009, -0.106793, -0.0334613, -0.00165113, 0.0328281, 0.102107, 0.0316076, -0.00312498, -0.0353204, -0.0922442, -0.00785352, 0.0758375, 0.156952, 0.230229, 0.292149, 0.341125, 0.375699, 0.382185, 0.367617, 0.324864, 0.270019, 0.203642, 0.128688, 0.0523979, -0.022951, -0.0985944, -0.172101, -0.217049, -0.235111, -0.230619, -0.208587, -0.211668, -0.235703, -0.240217, -0.226962, -0.188477, -0.136115, -0.0913885, -0.0469807, 0, 0.0619991, 0.0693694, 0.0760972, 0.0689374, 0.0608622, -0.107692, -0.129473, -0.130237, -0.107781, -0.0964283, -0.0947009, -0.109172, -0.133252, -0.132614, -0.112252, -0.0984396, -0.0983638, 0.176719, 0.152028, 0.139167, 0.147245, 0.139567, 0.15259, 0.173672, 0.208294, 0.221959, 0.22554, 0.223555, 0.210162, 0.17684, 0.170564, 0.173343, 0.16972, 0.174908, 0.18013, 0.18393, 0.181813, 0.374644, 0.368857, 0.363716, 0.351811, 0.320367, 0.280439, 0.229631, 0.173321, 0.160606, 0.186433, 0.241934, 0.280821, 0.292142, 0.292994, 0.295897, 0.305437, 0.321512, 0.221055, 0.189991, 0.152808, 0.118794, 0.096336, 0.0919537, 0.112741, 0.143049, 0.17504, 0.204958, 0.096513, 0.0649021, 0.0317805, 0, 0.0768318, 0.0662384, 0.0565169, 0.0635997, 0.0744416, 0.185853, 0.167369, 0.16088, 0.155806, 0.15554, 0.162432, 0.152438, 0.156085, 0.161537, 0.176419, 0.157601, 0.151833, 0.145663, 0.0880912, 0.0618747, 0.0592513, 0.0630094, 0.0859736, 0.137302, 0.0876909, 0.0612956, 0.0556021, 0.0596925, 0.0889071, 0.132892, 0.0697109, 0.0665886, 0.0711442, 0.125114, 0.068406, 0.061199, 0.0657542
6, 0.333333, 0.965856, 1, -59.2843, 16.2056, 381.276, -0.00663473, -0.0423669, 0.0189204, -0.316056, -0.309755, -0.296877, -0.278799, -0.246268, -0.194856, -0.13684, -0.067573, 0.01108, 0.0874828, 0.155647, 0.211624, 0.24998, 0.270612, 0.281546, 0.291085, 0.295981, -0.270157, -0.23034, -0.172397, -0.111364, -0.0545453, 0.0454093, 0.101229, 0.159104, 0.215276, 0.25383, -0.00106067, -0.000962254, -0.000606257, 0, -0.062135, -0.0307187, -0.000422493, 0.0309517, 0.0595649, -0.199219, -0.163875, -0.121361, -0.0856945, -0.122965, -0.165209, 0.0769721, 0.11513, 0.15744, 0.190594, 0.160108, 0.118521, -0.127472, -0.0797196, -0.0343697, -0.00230837, 0.0322099, 0.0787585, 0.123716, 0.0788192, 0.0337228, -0.0034382, -0.0380297, -0.083035, -0.108083, -0.0345068, -0.00193206, 0.0333469, 0.103208, 0.0320898, -0.0034835, -0.0364239, -0.0941031, -0.00877976, 0.0758463, 0.157849, 0.231998, 0.294595, 0.3441, 0.37912, 0.38558, 0.370675, 0.327102, 0.271769, 0.204896, 0.129387, 0.0524527, -0.0235585, -0.099798, -0.175088, -0.220058, -0.23794, -0.233186, -0.210885, -0.213842, -0.238107, -0.242718, -0.22966, -0.191253, -0.137422, -0.0923086, -0.0474439, 0, 0.0622191, 0.0697913, 0.0767003, 0.0693949, 0.0610556, -0.109174, -0.130887, -0.131687, -0.109383, -0.0978685, -0.0962496, -0.110677, -0.134493, -0.133848, -0.113484, -0.0997411, -0.099719, 0.17818, 0.152891, 0.140152, 0.148322, 0.140645, 0.153686, 0.175382, 0.209936, 0.223741, 0.227359, 0.225261, 0.211709, 0.178236, 0.171866, 0.174714, 0.171046, 0.176502, 0.181707, 0.18563, 0.183469, 0.374507, 0.36954, 0.36531, 0.353614, 0.320799, 0.279235, 0.227461, 0.170656, 0.157776, 0.183843, 0.238971, 0.277514, 0.288308, 0.28867, 0.29106, 0.300562, 0.316424, 0.218864, 0.187961, 0.150952, 0.117164, 0.0950827, 0.0906983, 0.111174, 0.140922, 0.172515, 0.202432, 0.0946447, 0.0635906, 0.0311446, 0, 0.0763641, 0.0657657, 0.0559938, 0.0626269, 0.0730817, 0.183728, 0.165561, 0.159177, 0.15426, 0.153812, 0.160775, 0.150729, 0.154113, 0.159418, 0.174139, 0.155679, 0.149984, 0.144136, 0.0868415, 0.0611307, 0.0583043, 0.0621725, 0.0849167, 0.135623, 0.0870627, 0.0609794, 0.0550101, 0.0591295, 0.0880251, 0.131415, 0.0685361, 0.0654456, 0.0700207, 0.123526, 0.0678996, 0.0606113, 0.0651307
7, 0.4, 0.965409, 1, -59.1169, 16.3867, 381.571, -0.00827086, -0.0421621, 0.0176108, -0.317676, -0.31153, -0.298705, -0.280532, -0.247935, -0.196487, -0.138075, -0.0681154, 0.011343, 0.0884258, 0.157148, 0.213411, 0.251559, 0.271947, 0.282966, 0.292852, 0.298105, -0.270582, -0.230477, -0.172274, -0.110928, -0.053943, 0.0462366, 0.102345, 0.160673, 0.217307, 0.256179, -0.000511553, -0.000579838, -0.00040719, 0, -0.0621774, -0.0307297, -0.000422987, 0.0309559, 0.0596235, -0.199266, -0.163574, -0.120777, -0.0849579, -0.122448, -0.16501, 0.0775644, 0.116148, 0.158742, 0.19212, 0.161416, 0.11947, -0.127368, -0.0796933, -0.0344451, -0.00262663, 0.031582, 0.0780189, 0.123126, 0.077904, 0.0328878, -0.00396527, -0.0383028, -0.0831001, -0.107925, -0.0346465, -0.00232798, 0.0326486, 0.102431, 0.0313052, -0.00395282, -0.0366329, -0.0934236, -0.00812174, 0.0764997, 0.158677, 0.233041, 0.295993, 0.345694, 0.380662, 0.387038, 0.371894, 0.328297, 0.272698, 0.205548, 0.12992, 0.0530311, -0.0229652, -0.099288, -0.175554, -0.220699, -0.238538, -0.233491, -0.210816, -0.214121, -0.238729, -0.243539, -0.230257, -0.191325, -0.137128, -0.0921001, -0.0473447, 0, 0.0626628, 0.0703168, 0.0772319, 0.0700965, 0.0619005, -0.108718, -0.130433, -0.131187, -0.108725, -0.0971291, -0.0955274, -0.110072, -0.133998, -0.133316, -0.112842, -0.0988855, -0.0988844, 0.179469, 0.15372, 0.140673, 0.148915, 0.141259, 0.154808, 0.177058, 0.211199, 0.224608, 0.228119, 0.226025, 0.212623, 0.179337, 0.172698, 0.175542, 0.171997, 0.177994, 0.182419, 0.186201, 0.184049, 0.378307, 0.372351, 0.367087, 0.354766, 0.322534, 0.281724, 0.229727, 0.172338, 0.159202, 0.185181, 0.240892, 0.279509, 0.290694, 0.291282, 0.294217, 0.30415, 0.320826, 0.220641, 0.189588, 0.151983, 0.117888, 0.0953969, 0.0899239, 0.111037, 0.14161, 0.174547, 0.205286, 0.0950747, 0.0639892, 0.0313395, 0, 0.0762995, 0.0661755, 0.0565816, 0.0633764, 0.0739993, 0.185802, 0.167212, 0.160754, 0.155584, 0.155158, 0.162197, 0.151631, 0.155019, 0.160639, 0.175731, 0.156791, 0.150803, 0.144216, 0.0862952, 0.0603757, 0.0576321, 0.0613731, 0.084094, 0.135295, 0.0855675, 0.0595538, 0.0538742, 0.0580811, 0.0871941, 0.131229, 0.0679461, 0.0647939, 0.0692444, 0.123023, 0.0667205, 0.0595538, 0.0641134
8, 0.466667, 0.967099, 1, -58.8118, 16.4224, 381.304, -0.00506617, -0.0418025, 0.0165446, -0.317998, -0.311951, -0.299216, -0.281193, -0.248645, -0.197114, -0.138549, -0.0687148, 0.0105432, 0.0874766, 0.156188, 0.212672, 0.251092, 0.271772, 0.282933, 0.29286, 0.298092, -0.271222, -0.230842, -0.172472, -0.111031, -0.0539487, 0.0463874, 0.102521, 0.160891, 0.217576, 0.256408, -0.000400707, -0.000524311, -0.000384167, 0, -0.0625125, -0.0310126, -0.00066089, 0.0307594, 0.059432, -0.19978, -0.163925, -0.120966, -0.0850555, -0.122734, -0.165505, 0.0772906, 0.11605, 0.158787, 0.192285, 0.161513, 0.119383, -0.128334, -0.0804508, -0.0349913, -0.00312419, 0.0312008, 0.0776184, 0.122783, 0.0773926, 0.0323312, -0.00463843, -0.0390514, -0.0840466, -0.108935, -0.0352293, -0.00285321, 0.0322329, 0.102086, 0.0308925, -0.00448727, -0.0372432, -0.0952179, -0.0094422, 0.075649, 0.158162, 0.232757, 0.295685, 0.345228, 0.379964, 0.386282, 0.371168, 0.327613, 0.272088, 0.205013, 0.12928, 0.0523761, -0.0236417, -0.10003, -0.176349, -0.221472, -0.239212, -0.234102, -0.211309, -0.214482, -0.238899, -0.243714, -0.230438, -0.191426, -0.137208, -0.09215, -0.0473692, 0, 0.0625136, 0.0701402, 0.0770814, 0.0699966, 0.0618485, -0.109348, -0.131042, -0.131647, -0.108801, -0.09738, -0.0958995, -0.109854, -0.134076, -0.133424, -0.112827, -0.0987414, -0.0986905, 0.178622, 0.153114, 0.14013, 0.148456, 0.140836, 0.154458, 0.17659, 0.210915, 0.224394, 0.227879, 0.225751, 0.212166, 0.178588, 0.172057, 0.174987, 0.17151, 0.177561, 0.182252, 0.186016, 0.183838, 0.378833, 0.372957, 0.367756, 0.355585, 0.323967, 0.283737, 0.232102, 0.174586, 0.161132, 0.186884, 0.242387, 0.280888, 0.291862, 0.292395, 0.295486, 0.305632, 0.322346, 0.220726, 0.189589, 0.151791, 0.117386, 0.0946928, 0.0891435, 0.110346, 0.141159, 0.174553, 0.205725, 0.0949597, 0.0639129, 0.0313006, 0, 0.0766752, 0.0664201, 0.0566491, 0.0634169, 0.0740169, 0.185874, 0.166895, 0.160364, 0.155146, 0.154806, 0.161917, 0.15153, 0.154984, 0.160617, 0.175839, 0.156717, 0.150705, 0.145338, 0.0872118, 0.0608049, 0.058037, 0.0618319, 0.0847712, 0.136345, 0.0865326, 0.0603527, 0.05479, 0.0590079, 0.0883729, 0.132399, 0.0685071, 0.0652978, 0.0698093, 0.124088, 0.0675541, 0.0604314, 0.0650528
9, 0.533333, 0.96635, 1, -58.5871, 16.5405, 381.047, -0.00620791, -0.041379, 0.0154317, -0.318848, -0.312875, -0.300127, -0.281993, -0.249278, -0.197546, -0.138766, -0.0686456, 0.010961, 0.0881436, 0.156948, 0.213353, 0.251615, 0.272121, 0.283296, 0.293366, 0.298659, -0.271292, -0.231066, -0.172835, -0.111392, -0.0541816, 0.0470285, 0.103211, 0.161565, 0.218227, 0.257006, -0.000101681, -0.000328436, -0.000283038, 0, -0.0627399, -0.031107, -0.000639088, 0.0308989, 0.0597309, -0.199983, -0.164011, -0.120993, -0.0849761, -0.122754, -0.165592, 0.0777314, 0.116678, 0.159532, 0.193119, 0.162142, 0.119889, -0.128595, -0.0807781, -0.0351707, -0.0032131, 0.0310972, 0.0777538, 0.122972, 0.0774937, 0.0322105, -0.00476976, -0.0392762, -0.0843496, -0.109137, -0.0353951, -0.00294182, 0.0321419, 0.102119, 0.0307805, -0.00458105, -0.0374058, -0.0955416, -0.00948713, 0.0758621, 0.158689, 0.233515, 0.296703, 0.346378, 0.381042, 0.387369, 0.372275, 0.328855, 0.273424, 0.206299, 0.130514, 0.0534702, -0.0226382, -0.0990727, -0.176555, -0.221742, -0.239651, -0.234458, -0.21159, -0.214315, -0.238465, -0.243085, -0.229676, -0.190612, -0.136893, -0.0919207, -0.0472637, 0, 0.0629464, 0.070582, 0.0775597, 0.0705605, 0.0624676, -0.109136, -0.130739, -0.131312, -0.108499, -0.0970558, -0.095619, -0.109128, -0.133095, -0.132249, -0.111617, -0.0976343, -0.097748, 0.180188, 0.15411, 0.140807, 0.149235, 0.141656, 0.155784, 0.178658, 0.213049, 0.226427, 0.22981, 0.227619, 0.213942, 0.180104, 0.1732, 0.176147, 0.172771, 0.179515, 0.183812, 0.187435, 0.185197, 0.380748, 0.374792, 0.369661, 0.357244, 0.325252, 0.284597, 0.232267, 0.174705, 0.161543, 0.187643, 0.243666, 0.282501, 0.29339, 0.293517, 0.295947, 0.305929, 0.322936, 0.221076, 0.190144, 0.152403, 0.118168, 0.0954873, 0.0902554, 0.111828, 0.142546, 0.175561, 0.206181, 0.0954142, 0.0642901, 0.0314888, 0, 0.0767553, 0.0667653, 0.0570279, 0.063839, 0.0744074, 0.186197, 0.167259, 0.16086, 0.155532, 0.155256, 0.162289, 0.152185, 0.155677, 0.161462, 0.176808, 0.157547, 0.151472, 0.145308, 0.0867204, 0.0602891, 0.0575779, 0.0613856, 0.0845868, 0.136648, 0.0862955, 0.0597843, 0.0540838, 0.0583145, 0.0879179, 0.132349, 0.068134, 0.0649654, 0.0694563, 0.124252, 0.066977, 0.0598284, 0.0644193
